id,allImagesRatingData,allImagesRatingPercentage,allImagesRatingPercentageZeroToHundred
0,1.4,100.0,100.0,"['1', '1', '1', '1', '1']"
40,1.3870967741935485,99.0783410138249,96.66666666666673,"['1', '4', '2', '3', '1']"
41,1.3870967741935485,99.0783410138249,96.66666666666673,"['1', '4', '2', '4', '2']"
42,1.4,100.0,100.0,"['1', '4', '3', '1', '2']"
43,1.3935483870967742,99.53917050691244,98.33333333333336,"['1', '4', '3', '2', '1']"
44,1.3806451612903228,98.61751152073734,95.00000000000007,"['1', '4', '3', '4', '3']"
45,1.4,100.0,100.0,"['1', '4', '4', '1', '1']"
46,1.3935483870967742,99.53917050691244,98.33333333333336,"['1', '4', '4', '2', '2']"
47,1.3806451612903228,98.61751152073734,95.00000000000007,"['1', '4', '4', '3', '3']"
48,1.0193548387096774,72.81105990783409,1.6666666666666428,"['1', '5', '5', '1', '1']"
49,1.0129032258064516,72.35023041474655,0.0,"['1', '5', '5', '2', '2']"
50,1.064516129032258,76.036866359447,13.333333333333314,"['1', '6', '5', '1', '2']"
51,1.0580645161290323,75.57603686635946,11.666666666666671,"['1', '6', '5', '2', '1']"
52,1.0451612903225806,74.65437788018434,8.333333333333329,"['1', '6', '5', '3', '3']"
53,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '1', '1', '1', '2']"
54,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '1', '1', '2', '1']"
55,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '1', '1', '4', '3']"
56,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '1', '2', '1', '1']"
57,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '1', '2', '2', '2']"
58,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '1', '2', '3', '3']"
59,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '1', '3', '2', '3']"
60,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '1', '3', '3', '2']"
61,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '1', '3', '4', '1']"
62,1.3806451612903228,98.61751152073734,95.00000000000007,"['2', '1', '4', '1', '3']"
63,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '1', '4', '3', '1']"
64,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '1', '4', '4', '2']"
65,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '2', '1', '1', '1']"
66,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '2', '1', '2', '2']"
67,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '2', '1', '3', '3']"
68,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '2', '2', '1', '2']"
69,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '2', '2', '2', '1']"
70,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '2', '2', '4', '3']"
71,1.3806451612903228,98.61751152073734,95.00000000000007,"['2', '2', '3', '1', '3']"
72,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '2', '3', '3', '1']"
73,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '2', '3', '4', '2']"
74,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '2', '4', '2', '3']"
75,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '2', '4', '3', '2']"
76,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '2', '4', '4', '1']"
77,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '3', '1', '2', '3']"
78,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '3', '1', '3', '2']"
79,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '3', '1', '4', '1']"
80,1.3806451612903228,98.61751152073734,95.00000000000007,"['2', '3', '2', '1', '3']"
81,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '3', '2', '3', '1']"
82,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '3', '2', '4', '2']"
83,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '3', '3', '1', '2']"
84,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '3', '3', '2', '1']"
85,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '3', '3', '4', '3']"
86,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '3', '4', '1', '1']"
87,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '3', '4', '2', '2']"
88,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '3', '4', '3', '3']"
89,1.3806451612903228,98.61751152073734,95.00000000000007,"['2', '4', '1', '1', '3']"
90,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '4', '1', '3', '1']"
91,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '4', '1', '4', '2']"
92,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '4', '2', '2', '3']"
93,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '4', '2', '3', '2']"
94,1.3741935483870968,98.15668202764978,93.33333333333337,"['2', '4', '2', '4', '1']"
95,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '4', '3', '1', '1']"
96,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '4', '3', '2', '2']"
97,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '4', '3', '3', '3']"
98,1.3870967741935485,99.0783410138249,96.66666666666673,"['2', '4', '4', '1', '2']"
99,1.3806451612903226,98.61751152073734,95.00000000000001,"['2', '4', '4', '2', '1']"
100,1.3677419354838711,97.69585253456223,91.66666666666673,"['2', '4', '4', '4', '3']"
101,1.0516129032258064,75.11520737327189,9.999999999999972,"['2', '6', '5', '1', '1']"
102,1.0451612903225806,74.65437788018434,8.333333333333329,"['2', '6', '5', '2', '2']"
103,1.032258064516129,73.73271889400922,4.999999999999986,"['2', '6', '5', '4', '3']"
104,1.3806451612903228,98.61751152073734,95.00000000000007,"['3', '1', '1', '1', '3']"
105,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '1', '1', '3', '1']"
106,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '1', '1', '4', '2']"
107,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '1', '2', '2', '3']"
108,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '1', '2', '3', '2']"
109,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '1', '2', '4', '1']"
110,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '1', '3', '1', '1']"
111,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '1', '3', '2', '2']"
112,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '1', '3', '3', '3']"
113,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '1', '4', '1', '2']"
114,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '1', '4', '2', '1']"
115,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '1', '4', '4', '3']"
116,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '2', '1', '2', '3']"
117,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '2', '1', '3', '2']"
118,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '2', '1', '4', '1']"
119,1.3806451612903228,98.61751152073734,95.00000000000007,"['3', '2', '2', '1', '3']"
120,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '2', '2', '3', '1']"
121,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '2', '2', '4', '2']"
122,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '2', '3', '1', '2']"
123,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '2', '3', '2', '1']"
124,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '2', '3', '4', '3']"
125,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '2', '4', '1', '1']"
126,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '2', '4', '2', '2']"
127,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '2', '4', '3', '3']"
128,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '3', '1', '1', '1']"
129,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '3', '1', '2', '2']"
130,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '3', '1', '3', '3']"
131,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '3', '2', '1', '2']"
132,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '3', '2', '2', '1']"
133,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '3', '2', '4', '3']"
134,1.3806451612903228,98.61751152073734,95.00000000000007,"['3', '3', '3', '1', '3']"
135,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '3', '3', '3', '1']"
136,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '3', '3', '4', '2']"
137,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '3', '4', '2', '3']"
138,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '3', '4', '3', '2']"
139,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '3', '4', '4', '1']"
140,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '4', '1', '1', '2']"
141,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '4', '1', '2', '1']"
142,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '4', '1', '4', '3']"
143,1.3870967741935485,99.0783410138249,96.66666666666673,"['3', '4', '2', '1', '1']"
144,1.3806451612903226,98.61751152073734,95.00000000000001,"['3', '4', '2', '2', '2']"
145,1.3677419354838711,97.69585253456223,91.66666666666673,"['3', '4', '2', '3', '3']"
146,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '4', '3', '2', '3']"
147,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '4', '3', '3', '2']"
148,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '4', '3', '4', '1']"
149,1.3806451612903228,98.61751152073734,95.00000000000007,"['3', '4', '4', '1', '3']"
150,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '4', '4', '3', '1']"
151,1.3741935483870968,98.15668202764978,93.33333333333337,"['3', '4', '4', '4', '2']"
152,1.0451612903225806,74.65437788018434,8.333333333333329,"['3', '6', '5', '1', '3']"
153,1.038709677419355,74.19354838709678,6.666666666666686,"['3', '6', '5', '3', '1']"
154,1.038709677419355,74.19354838709678,6.666666666666686,"['3', '6', '5', '4', '2']"
