L1,L2,L3,totalComb,max2Opak,max3Opak,2/total,3/total
14,2,10,280,20,280,7.143%,100.0%
14,2,11,308,22,308,7.143%,100.0%
14,2,12,336,24,336,7.143%,100.0%
14,2,13,364,26,364,7.143%,100.0%
14,2,14,392,28,392,7.143%,100.0%
14,2,15,420,28,420,6.667%,100.0%
14,3,2,84,6,84,7.143%,100.0%
14,3,3,126,9,126,7.143%,100.0%
14,3,4,168,12,168,7.143%,100.0%
14,3,5,210,15,210,7.143%,100.0%
14,3,6,252,18,252,7.143%,100.0%
14,3,7,294,21,294,7.143%,100.0%
14,3,8,336,24,336,7.143%,100.0%
14,3,9,378,27,378,7.143%,100.0%
14,3,10,420,30,420,7.143%,100.0%
14,3,11,462,33,462,7.143%,100.0%
14,3,12,504,36,504,7.143%,100.0%
14,3,13,546,38,546,6.96%,100.0%
14,3,14,588,40,588,6.803%,100.0%
14,3,15,630,41,630,6.508%,100.0%
14,4,2,112,8,112,7.143%,100.0%
14,4,3,168,12,168,7.143%,100.0%
14,4,4,224,16,224,7.143%,100.0%
14,4,5,280,20,280,7.143%,100.0%
14,4,6,336,24,336,7.143%,100.0%
14,4,7,392,28,392,7.143%,100.0%
14,4,8,448,32,448,7.143%,100.0%
14,4,9,504,36,504,7.143%,100.0%
14,4,10,560,40,560,7.143%,100.0%
14,4,11,616,44,616,7.143%,100.0%
14,4,12,672,48,672,7.143%,100.0%
14,4,13,728,50,728,6.868%,100.0%
14,4,14,784,52,784,6.633%,100.0%
14,4,15,840,54,840,6.429%,100.0%
14,5,2,140,10,140,7.143%,100.0%
14,5,3,210,15,210,7.143%,100.0%
14,5,4,280,20,280,7.143%,100.0%
14,5,5,350,25,350,7.143%,100.0%
14,5,6,420,30,420,7.143%,100.0%
14,5,7,490,35,490,7.143%,100.0%
14,5,8,560,40,560,7.143%,100.0%
14,5,9,630,45,630,7.143%,100.0%
14,5,10,700,50,700,7.143%,100.0%
14,5,11,770,54,770,7.013%,100.0%
14,5,12,840,58,840,6.905%,100.0%
14,5,13,910,61,910,6.703%,100.0%
14,5,14,980,64,980,6.531%,100.0%
14,5,15,1050,67,1050,6.381%,100.0%
14,6,2,168,12,168,7.143%,100.0%
14,6,3,252,18,252,7.143%,100.0%
14,6,4,336,24,336,7.143%,100.0%
14,6,5,420,30,420,7.143%,100.0%
14,6,6,504,36,504,7.143%,100.0%
14,6,7,588,42,588,7.143%,100.0%
14,6,8,672,48,672,7.143%,100.0%
14,6,9,756,54,756,7.143%,100.0%
14,6,10,840,60,840,7.143%,100.0%
14,6,11,924,64,924,6.926%,100.0%
14,6,12,1008,68,1008,6.746%,100.0%
14,6,13,1092,72,1092,6.593%,100.0%
14,6,14,1176,76,1176,6.463%,100.0%
14,6,15,1260,80,1260,6.349%,100.0%
14,7,2,196,14,196,7.143%,100.0%
14,7,3,294,21,294,7.143%,100.0%
14,7,4,392,28,392,7.143%,100.0%
14,7,5,490,35,490,7.143%,100.0%
14,7,6,588,42,588,7.143%,100.0%
14,7,7,686,49,686,7.143%,100.0%
14,7,8,784,56,784,7.143%,100.0%
14,7,9,882,62,882,7.029%,100.0%
14,7,10,980,68,980,6.939%,100.0%
14,7,11,1078,73,1078,6.772%,100.0%
14,7,12,1176,78,1176,6.633%,100.0%
14,7,13,1274,83,1274,6.515%,100.0%
14,7,14,1372,88,1372,6.414%,100.0%
14,7,15,1470,93,1470,6.327%,100.0%
14,8,2,224,16,224,7.143%,100.0%
14,8,3,336,24,336,7.143%,100.0%
14,8,4,448,32,448,7.143%,100.0%
14,8,5,560,40,560,7.143%,100.0%
14,8,6,672,48,672,7.143%,100.0%
14,8,7,784,56,784,7.143%,100.0%
14,8,8,896,64,896,7.143%,100.0%
14,8,9,1008,70,1008,6.944%,100.0%
14,8,10,1120,76,1120,6.786%,100.0%
14,8,11,1232,82,1232,6.656%,100.0%
14,8,12,1344,88,1344,6.548%,100.0%
14,8,13,1456,94,1456,6.456%,100.0%
14,8,14,1568,100,1568,6.378%,100.0%
14,8,15,1680,106,1680,6.31%,100.0%
14,9,2,252,18,252,7.143%,100.0%
14,9,3,378,27,378,7.143%,100.0%
14,9,4,504,36,504,7.143%,100.0%
14,9,5,630,45,630,7.143%,100.0%
14,9,6,756,54,756,7.143%,100.0%
14,9,7,882,62,882,7.029%,100.0%
14,9,8,1008,70,1008,6.944%,100.0%
14,9,9,1134,77,1134,6.79%,100.0%
14,9,10,1260,84,1260,6.667%,100.0%
14,9,11,1386,91,1386,6.566%,100.0%
14,9,12,1512,98,1512,6.481%,100.0%
14,9,13,1638,105,1638,6.41%,100.0%
14,9,14,1764,112,1764,6.349%,100.0%
14,9,15,1890,119,1890,6.296%,100.0%
14,10,2,280,20,280,7.143%,100.0%
14,10,3,420,30,420,7.143%,100.0%
14,10,4,560,40,560,7.143%,100.0%
14,10,5,700,50,700,7.143%,100.0%
14,10,6,840,60,840,7.143%,100.0%
14,10,7,980,68,980,6.939%,100.0%
14,10,8,1120,76,1120,6.786%,100.0%
14,10,9,1260,84,1260,6.667%,100.0%
14,10,10,1400,92,1400,6.571%,100.0%
14,10,11,1540,100,1540,6.494%,100.0%
14,10,12,1680,108,1680,6.429%,100.0%
14,10,13,1820,116,1820,6.374%,100.0%
14,10,14,1960,124,1960,6.327%,100.0%
14,10,15,2100,132,2100,6.286%,100.0%
14,11,2,308,22,308,7.143%,100.0%
14,11,3,462,33,462,7.143%,100.0%
14,11,4,616,44,616,7.143%,100.0%
14,11,5,770,54,770,7.013%,100.0%
14,11,6,924,64,924,6.926%,100.0%
14,11,7,1078,73,1078,6.772%,100.0%
14,11,8,1232,82,1232,6.656%,100.0%
14,11,9,1386,91,1386,6.566%,100.0%
14,11,10,1540,100,1540,6.494%,100.0%
14,11,11,1694,109,1694,6.434%,100.0%
14,11,12,1848,118,1848,6.385%,100.0%
14,11,13,2002,127,2002,6.344%,100.0%
14,11,14,2156,136,2156,6.308%,100.0%
14,11,15,2310,145,2310,6.277%,100.0%
14,12,2,336,24,336,7.143%,100.0%
14,12,3,504,36,504,7.143%,100.0%
14,12,4,672,48,672,7.143%,100.0%
14,12,5,840,58,840,6.905%,100.0%
14,12,6,1008,68,1008,6.746%,100.0%
14,12,7,1176,78,1176,6.633%,100.0%
14,12,8,1344,88,1344,6.548%,100.0%
14,12,9,1512,98,1512,6.481%,100.0%
14,12,10,1680,108,1680,6.429%,100.0%
14,12,11,1848,118,1848,6.385%,100.0%
14,12,12,2016,128,2016,6.349%,100.0%
14,12,13,2184,138,2184,6.319%,100.0%
14,12,14,2352,148,2352,6.293%,100.0%
14,12,15,2520,158,2520,6.27%,100.0%
14,13,2,364,26,364,7.143%,100.0%
14,13,3,546,38,546,6.96%,100.0%
14,13,4,728,50,728,6.868%,100.0%
14,13,5,910,61,910,6.703%,100.0%
14,13,6,1092,72,1092,6.593%,100.0%
14,13,7,1274,83,1274,6.515%,100.0%
14,13,8,1456,94,1456,6.456%,100.0%
14,13,9,1638,105,1638,6.41%,100.0%
14,13,10,1820,116,1820,6.374%,100.0%
14,13,11,2002,127,2002,6.344%,100.0%
14,13,12,2184,138,2184,6.319%,100.0%
14,13,13,2366,149,2366,6.298%,100.0%
14,13,14,2548,160,2548,6.279%,100.0%
14,13,15,2730,171,2730,6.264%,100.0%
14,14,2,392,28,392,7.143%,100.0%
14,14,3,588,40,588,6.803%,100.0%
14,14,4,784,52,784,6.633%,100.0%
14,14,5,980,64,980,6.531%,100.0%
14,14,6,1176,76,1176,6.463%,100.0%
14,14,7,1372,88,1372,6.414%,100.0%
14,14,8,1568,100,1568,6.378%,100.0%
14,14,9,1764,112,1764,6.349%,100.0%
14,14,10,1960,124,1960,6.327%,100.0%
14,14,11,2156,136,2156,6.308%,100.0%
14,14,12,2352,148,2352,6.293%,100.0%
14,14,13,2548,160,2548,6.279%,100.0%
14,14,14,2744,172,2744,6.268%,100.0%
14,14,15,2940,184,2940,6.259%,100.0%
14,15,2,420,28,420,6.667%,100.0%
14,15,3,630,41,630,6.508%,100.0%
14,15,4,840,54,840,6.429%,100.0%
14,15,5,1050,67,1050,6.381%,100.0%
14,15,6,1260,80,1260,6.349%,100.0%
14,15,7,1470,93,1470,6.327%,100.0%
14,15,8,1680,106,1680,6.31%,100.0%
14,15,9,1890,119,1890,6.296%,100.0%
14,15,10,2100,132,2100,6.286%,100.0%
14,15,11,2310,145,2310,6.277%,100.0%
14,15,12,2520,158,2520,6.27%,100.0%
14,15,13,2730,171,2730,6.264%,100.0%
14,15,14,2940,184,2940,6.259%,100.0%
14,15,15,3150,197,3150,6.254%,100.0%
15,2,2,60,4,60,6.667%,100.0%
15,2,3,90,6,90,6.667%,100.0%
15,2,4,120,8,120,6.667%,100.0%
15,2,5,150,10,150,6.667%,100.0%
15,2,6,180,12,180,6.667%,100.0%
15,2,7,210,14,210,6.667%,100.0%
15,2,8,240,16,240,6.667%,100.0%
15,2,9,270,18,270,6.667%,100.0%
15,2,10,300,20,300,6.667%,100.0%
15,2,11,330,22,330,6.667%,100.0%
15,2,12,360,24,360,6.667%,100.0%
15,2,13,390,26,390,6.667%,100.0%
15,2,14,420,28,420,6.667%,100.0%
15,2,15,450,29,450,6.444%,100.0%
15,3,2,90,6,90,6.667%,100.0%
15,3,3,135,9,135,6.667%,100.0%
15,3,4,180,12,180,6.667%,100.0%
15,3,5,225,15,225,6.667%,100.0%
15,3,6,270,18,270,6.667%,100.0%
15,3,7,315,21,315,6.667%,100.0%
15,3,8,360,24,360,6.667%,100.0%
15,3,9,405,27,405,6.667%,100.0%
15,3,10,450,30,450,6.667%,100.0%
15,3,11,495,33,495,6.667%,100.0%
15,3,12,540,36,540,6.667%,100.0%
15,3,13,585,39,585,6.667%,100.0%
15,3,14,630,41,630,6.508%,100.0%
15,3,15,675,43,675,6.37%,100.0%
15,4,2,120,8,120,6.667%,100.0%
15,4,3,180,12,180,6.667%,100.0%
15,4,4,240,16,240,6.667%,100.0%
15,4,5,300,20,300,6.667%,100.0%
15,4,6,360,24,360,6.667%,100.0%
15,4,7,420,28,420,6.667%,100.0%
15,4,8,480,32,480,6.667%,100.0%
15,4,9,540,36,540,6.667%,100.0%
15,4,10,600,40,600,6.667%,100.0%
15,4,11,660,44,660,6.667%,100.0%
15,4,12,720,48,720,6.667%,100.0%
15,4,13,780,51,780,6.538%,100.0%
15,4,14,840,54,840,6.429%,100.0%
15,4,15,900,57,900,6.333%,100.0%
15,5,2,150,10,150,6.667%,100.0%
15,5,3,225,15,225,6.667%,100.0%
15,5,4,300,20,300,6.667%,100.0%
15,5,5,375,25,375,6.667%,100.0%
15,5,6,450,30,450,6.667%,100.0%
15,5,7,525,35,525,6.667%,100.0%
15,5,8,600,40,600,6.667%,100.0%
15,5,9,675,45,675,6.667%,100.0%
15,5,10,750,50,750,6.667%,100.0%
15,5,11,825,55,825,6.667%,100.0%
15,5,12,900,59,900,6.556%,100.0%
15,5,13,975,63,975,6.462%,100.0%
15,5,14,1050,67,1050,6.381%,100.0%
15,5,15,1125,71,1125,6.311%,100.0%
15,6,2,180,12,180,6.667%,100.0%
15,6,3,270,18,270,6.667%,100.0%
15,6,4,360,24,360,6.667%,100.0%
15,6,5,450,30,450,6.667%,100.0%
15,6,6,540,36,540,6.667%,100.0%
15,6,7,630,42,630,6.667%,100.0%
15,6,8,720,48,720,6.667%,100.0%
15,6,9,810,54,810,6.667%,100.0%
15,6,10,900,60,900,6.667%,100.0%
15,6,11,990,65,990,6.566%,100.0%
15,6,12,1080,70,1080,6.481%,100.0%
15,6,13,1170,75,1170,6.41%,100.0%
15,6,14,1260,80,1260,6.349%,100.0%
15,6,15,1350,85,1350,6.296%,100.0%
15,7,2,210,14,210,6.667%,100.0%
15,7,3,315,21,315,6.667%,100.0%
15,7,4,420,28,420,6.667%,100.0%
15,7,5,525,35,525,6.667%,100.0%
15,7,6,630,42,630,6.667%,100.0%
15,7,7,735,49,735,6.667%,100.0%
15,7,8,840,56,840,6.667%,100.0%
15,7,9,945,63,945,6.667%,100.0%
15,7,10,1050,69,1050,6.571%,100.0%
15,7,11,1155,75,1155,6.494%,100.0%
15,7,12,1260,81,1260,6.429%,100.0%
15,7,13,1365,87,1365,6.374%,100.0%
15,7,14,1470,93,1470,6.327%,100.0%
15,7,15,1575,99,1575,6.286%,100.0%
15,8,2,240,16,240,6.667%,100.0%
15,8,3,360,24,360,6.667%,100.0%
15,8,4,480,32,480,6.667%,100.0%
15,8,5,600,40,600,6.667%,100.0%
15,8,6,720,48,720,6.667%,100.0%
15,8,7,840,56,840,6.667%,100.0%
15,8,8,960,64,960,6.667%,100.0%
15,8,9,1080,71,1080,6.574%,100.0%
15,8,10,1200,78,1200,6.5%,100.0%
15,8,11,1320,85,1320,6.439%,100.0%
15,8,12,1440,92,1440,6.389%,100.0%
15,8,13,1560,99,1560,6.346%,100.0%
15,8,14,1680,106,1680,6.31%,100.0%
15,8,15,1800,113,1800,6.278%,100.0%
15,9,2,270,18,270,6.667%,100.0%
15,9,3,405,27,405,6.667%,100.0%
15,9,4,540,36,540,6.667%,100.0%
15,9,5,675,45,675,6.667%,100.0%
15,9,6,810,54,810,6.667%,100.0%
15,9,7,945,63,945,6.667%,100.0%
15,9,8,1080,71,1080,6.574%,100.0%
15,9,9,1215,79,1215,6.502%,100.0%
15,9,10,1350,87,1350,6.444%,100.0%
15,9,11,1485,95,1485,6.397%,100.0%
15,9,12,1620,103,1620,6.358%,100.0%
15,9,13,1755,111,1755,6.325%,100.0%
15,9,14,1890,119,1890,6.296%,100.0%
15,9,15,2025,127,2025,6.272%,100.0%
15,10,2,300,20,300,6.667%,100.0%
15,10,3,450,30,450,6.667%,100.0%
15,10,4,600,40,600,6.667%,100.0%
15,10,5,750,50,750,6.667%,100.0%
15,10,6,900,60,900,6.667%,100.0%
15,10,7,1050,69,1050,6.571%,100.0%
15,10,8,1200,78,1200,6.5%,100.0%
15,10,9,1350,87,1350,6.444%,100.0%
15,10,10,1500,96,1500,6.4%,100.0%
15,10,11,1650,105,1650,6.364%,100.0%
15,10,12,1800,114,1800,6.333%,100.0%
15,10,13,1950,123,1950,6.308%,100.0%
15,10,14,2100,132,2100,6.286%,100.0%
15,10,15,2250,141,2250,6.267%,100.0%
15,11,2,330,22,330,6.667%,100.0%
15,11,3,495,33,495,6.667%,100.0%
15,11,4,660,44,660,6.667%,100.0%
15,11,5,825,55,825,6.667%,100.0%
15,11,6,990,65,990,6.566%,100.0%
15,11,7,1155,75,1155,6.494%,100.0%
15,11,8,1320,85,1320,6.439%,100.0%
15,11,9,1485,95,1485,6.397%,100.0%
15,11,10,1650,105,1650,6.364%,100.0%
15,11,11,1815,115,1815,6.336%,100.0%
15,11,12,1980,125,1980,6.313%,100.0%
15,11,13,2145,135,2145,6.294%,100.0%
15,11,14,2310,145,2310,6.277%,100.0%
15,11,15,2475,155,2475,6.263%,100.0%
15,12,2,360,24,360,6.667%,100.0%
15,12,3,540,36,540,6.667%,100.0%
15,12,4,720,48,720,6.667%,100.0%
15,12,5,900,59,900,6.556%,100.0%
15,12,6,1080,70,1080,6.481%,100.0%
15,12,7,1260,81,1260,6.429%,100.0%
15,12,8,1440,92,1440,6.389%,100.0%
15,12,9,1620,103,1620,6.358%,100.0%
15,12,10,1800,114,1800,6.333%,100.0%
15,12,11,1980,125,1980,6.313%,100.0%
15,12,12,2160,136,2160,6.296%,100.0%
15,12,13,2340,147,2340,6.282%,100.0%
15,12,14,2520,158,2520,6.27%,100.0%
15,12,15,2700,169,2700,6.259%,100.0%
15,13,2,390,26,390,6.667%,100.0%
15,13,3,585,39,585,6.667%,100.0%
15,13,4,780,51,780,6.538%,100.0%
15,13,5,975,63,975,6.462%,100.0%
15,13,6,1170,75,1170,6.41%,100.0%
15,13,7,1365,87,1365,6.374%,100.0%
15,13,8,1560,99,1560,6.346%,100.0%
15,13,9,1755,111,1755,6.325%,100.0%
15,13,10,1950,123,1950,6.308%,100.0%
15,13,11,2145,135,2145,6.294%,100.0%
15,13,12,2340,147,2340,6.282%,100.0%
15,13,13,2535,159,2535,6.272%,100.0%
15,13,14,2730,171,2730,6.264%,100.0%
15,13,15,2925,183,2925,6.256%,100.0%
15,14,2,420,28,420,6.667%,100.0%
15,14,3,630,41,630,6.508%,100.0%
15,14,4,840,54,840,6.429%,100.0%
15,14,5,1050,67,1050,6.381%,100.0%
15,14,6,1260,80,1260,6.349%,100.0%
15,14,7,1470,93,1470,6.327%,100.0%
15,14,8,1680,106,1680,6.31%,100.0%
15,14,9,1890,119,1890,6.296%,100.0%
15,14,10,2100,132,2100,6.286%,100.0%
15,14,11,2310,145,2310,6.277%,100.0%
15,14,12,2520,158,2520,6.27%,100.0%
15,14,13,2730,171,2730,6.264%,100.0%
15,14,14,2940,184,2940,6.259%,100.0%
15,14,15,3150,197,3150,6.254%,100.0%
15,15,2,450,29,450,6.444%,100.0%
15,15,3,675,43,675,6.37%,100.0%
15,15,4,900,57,900,6.333%,100.0%
15,15,5,1125,71,1125,6.311%,100.0%
15,15,6,1350,85,1350,6.296%,100.0%
15,15,7,1575,99,1575,6.286%,100.0%
15,15,8,1800,113,1800,6.278%,100.0%
15,15,9,2025,127,2025,6.272%,100.0%
15,15,10,2250,141,2250,6.267%,100.0%
15,15,11,2475,155,2475,6.263%,100.0%
15,15,12,2700,169,2700,6.259%,100.0%
15,15,13,2925,183,2925,6.256%,100.0%
15,15,14,3150,197,3150,6.254%,100.0%
15,15,15,3375,211,3375,6.252%,100.0%
